60,55
90,50
50,60
100,55
50,100
75,95
70,100
100,50
85,70
60,85
55,90
65,75
95,95
80,75
95,70
65,90
80,50
60,70
65,50
85,80
55,100
50,90
85,55
80,85
75,100
85,80
85,60
60,75
55,70
75,100
85,95
75,90
75,75
60,75
95,60
55,85
60,70
65,60
80,65
65,90
80,75
60,55
90,80
55,55
55,50
95,85
60,75
95,75
75,50
75,95
70,50
60,85
65,100
85,85
85,50
60,50
75,85
65,50
50,60
60,100
95,55
95,60
55,90
65,80
95,90
95,70
50,70
85,50
85,100
95,55
80,95
95,70
90,85
75,65
75,85
55,95
95,95
70,55
75,65
85,65
60,50
90,80
50,90
70,80
50,70
85,55
100,50
85,80
60,80
85,50
70,65
50,55
60,95
60,80
70,80
100,85
100,60
80,95
90,75
90,55
55,95
85,95
60,95
95,65
65,85
95,55
50,75
50,85
70,85
50,65
85,65
65,85
70,50
65,95
55,65
90,60
95,65
65,60
65,95
85,75
55,90
95,95
60,65
80,90
60,85
100,95
85,80
75,65
50,55
80,90
50,100
80,70
80,95
85,100
55,70
75,55
75,55
50,85
65,80
75,75
100,80
60,65
65,90
70,90
70,65
50,55
65,75
85,85
65,90
80,55
50,65
55,100
75,65
85,95
85,85
90,70
65,85
90,75
75,50
85,90
85,75
70,50
85,85
50,100
70,65
95,75
85,75
80,95
70,55
50,90
55,85
60,95
90,70
80,50
70,80
95,55
80,65
55,95
85,80
65,80
85,100
55,80
55,65
65,60
70,80
80,95
75,90
75,90
100,75
55,85
100,75
75,95
70,70
55,55
80,60
100,85
90,65
85,90
60,95
80,55
95,75
65,95
80,100
85,90
90,100
80,50
55,100
75,100
90,95
90,80
95,55
95,65
65,85
80,95
55,85
50,55
90,50
65,85
60,70
75,50
75,50
95,70
80,60
95,60
50,90
75,50
65,65
80,65
90,95
55,50
75,60
55,90
65,65
95,55
50,85
75,55
80,55
65,60
90,95
70,90
65,90
60,60
75,70
55,50
60,80
90,65
85,85
50,95
90,100
50,90
50,50
85,60
55,70
85,90
50,50
65,50
90,55
95,70
80,80
80,55
75,90
60,100
95,100
55,55
100,100
75,60
85,70
95,60
65,95
60,90
75,65
80,50
80,75
60,80
55,65
100,60
90,60
65,50
50,75
75,50
70,50
100,100
90,95
90,85
85,60
100,50
85,80
90,50
60,80
60,95
60,55
80,65
100,75
55,70
75,65
70,70
70,85
50,60
85,85
80,55
90,70
80,50
100,80
75,75
75,75
70,50
65,100
50,75
55,85
80,95
85,55
70,60
85,60
70,55
95,100
55,80
55,55
70,70
50,90
60,95
95,85
70,70
85,90
50,80
80,65
55,50
65,70
75,55
55,75
75,65
90,100
50,70
50,50
75,95
80,75
50,55
90,65
85,80
65,55
65,80
70,85
65,70
65,85
80,80
70,60
90,90
50,50
55,70
90,80
85,95
75,95
80,60
55,95
95,55
70,50
95,60
70,60
65,50
50,60
100,65
90,75
65,75
85,55
85,55
100,70
100,55
80,90
50,85
85,50
65,95
85,55
85,95
85,80
55,75
80,55
95,50
95,90
95,90
80,100
50,70
100,65
85,50
60,50
70,95
95,55
60,50
90,65
95,80
70,55
55,65
75,75
75,85
70,60
65,55
70,100
100,65
100,55
65,75
100,100
100,95
100,100
50,85
50,95
75,90
90,80
75,50
70,70
100,75
75,80
75,65
55,60
95,95
70,80
90,70
75,70
75,80
90,85
65,90
50,95
95,50
90,90
95,75
100,55
85,50
85,85
65,65
100,60
70,85
50,70
60,85
50,70
100,70
75,80
50,75
50,70
50,100
80,75
85,60
60,80
65,50
75,85
65,75
50,95
65,85
95,80
75,90
55,85
90,100
55,95
55,80
65,60
75,55
100,85
65,100
100,100
50,65
100,80
50,95
50,100
90,70
75,95
85,70
70,90
90,85
55,65
90,100
65,75
70,80
75,75
90,90
90,85
55,100
90,95
65,80
50,70
55,90
80,65
60,100
80,55
100,75
70,95
90,95
60,70
75,90
65,100
50,70
80,90
60,65
55,60
95,75
80,60
55,90
50,65
60,75
95,55
80,95
95,80
60,55
75,100
75,85
65,75
100,60
55,60
60,80
80,70
60,65
55,100
55,100
95,55
90,95
70,75
65,100
100,100
50,80
75,80
60,65
85,75
75,95
50,65
100,90
85,50
80,55
75,70
95,50
70,90
75,85
80,55
50,70
65,100
60,95
70,65
60,50
90,75
65,50
65,80
100,100
85,70
75,80
90,85
80,70
65,70
65,50
50,50
60,75
80,70
95,50
85,60
55,90
95,95
55,90
75,90
90,55
100,90
55,85
50,95
65,55
100,100
80,50
90,75
100,70
95,80
85,55
85,90
55,75
95,55
55,65
95,50
55,90
100,75
60,70
50,75
95,55
70,95
60,50
55,55
50,80
90,60
80,90
100,70
100,55
100,100
100,50
100,90
60,55
100,95
100,100
65,70
75,80
95,75
55,100
50,90
55,50
90,95
80,80
50,75
80,60
55,80
80,90
55,85
85,55
50,80
75,55
95,100
95,65
80,75
75,100
95,50
95,80
70,70
75,75
90,85
70,85
95,60
100,90
90,80
90,85
60,50
50,90
60,65
55,70
65,90
85,50
100,80
85,50
60,95
65,80
95,80
75,55
70,65
50,95
95,100
65,85
50,90
80,70
80,90
85,90
95,70
75,80
60,70
95,95
60,55
70,60
100,85
95,60
55,90
95,55
95,50
70,75
80,50
100,85
75,60
55,65
50,95
85,85
55,70
75,85
95,95
50,75
100,75
90,80
75,90
90,55
75,90
100,100
85,90
55,70
55,65
50,90
75,60
75,70
75,50
85,90
60,95
70,65
95,95
60,50
100,75
80,80
55,95
70,85
80,80
70,95
100,90
65,90
55,55
60,90
65,90
70,70
85,95
85,65
60,65
100,80
75,55
70,95
75,90
80,95
85,70
55,80
60,90
95,85
75,80
65,75
70,75
50,55
90,100
95,70
50,55
80,70
60,70
90,50
75,80
60,55
80,100
80,100
80,75
65,85
80,55
75,70
95,80
100,100
80,55
55,90
60,90
90,100
95,80
50,95
75,95
85,90
85,70
60,70
50,55
75,75
100,85
50,70
95,50
55,90
90,65
80,95
80,60
90,85
90,95
95,70
65,80
55,85
70,50
75,90
60,95
55,50
85,50
90,80
95,100
55,80
95,60
70,50
75,100
75,90
90,65
95,95
85,75
70,50
50,60
50,100
95,95
100,90
95,95
95,60
50,60
60,55
65,90
95,85
85,70
80,55
55,80
75,60
50,90
95,70
95,55
95,80
85,100
55,95
75,65
75,50
95,75
80,55
75,60
75,65
90,75
65,50
80,55
90,75
90,65
65,55
50,90
100,55
85,85
70,55
85,65
60,85
90,95
65,90
90,70
90,95
80,55
95,75
75,90
80,100
60,55
100,50
85,100
85,90
65,55
95,65
70,85
80,90
70,55
60,95
55,60
65,85
95,70
60,80
50,100
90,65
80,50
75,85
70,80
90,70
60,75
75,55
60,80
85,80
90,50
65,80
65,75
70,70
55,60
95,80
60,95
100,85
90,85
75,85
65,95
95,90
55,50
100,80
85,60
100,55
80,100
50,60
80,90
80,85
75,70
75,85
60,70
90,85
65,75
55,65
90,80
95,55
95,85
95,70
75,95
50,60
55,65
80,65
50,70
65,100
75,70
55,50
50,65
100,95
100,60
100,70
75,85
100,75
80,80
80,70
80,95
90,100
60,50
80,95
60,80
90,85
75,95
75,85
55,100
60,60
75,70
55,60
100,95
65,100
50,70
90,100
55,90
55,70
65,50
100,75
75,80
60,85
50,75
90,90
80,60
55,80
60,80
70,70
90,90
70,95
65,80
60,90
95,80
60,55
65,50
50,95
55,75
55,65
50,60
80,50
85,85
65,75
60,75
75,90
95,50
55,90
50,55
95,55
50,90
80,95
55,50
85,100
90,65
85,80
90,75
70,90
65,60
75,50
80,80
70,80
50,70
55,90
100,55
85,90
55,85
85,60
55,65
95,80
95,95
70,95
95,65
75,60
85,80
100,100
100,85
100,75
90,90
70,85
95,70
80,65
70,90
50,70
55,85
70,60
95,70
95,85
65,75
85,90
60,55
50,55
70,95
95,75
70,80
75,55
100,85
95,75
50,70
60,90
75,95
60,75
75,90
95,95
80,80
100,80
100,100
100,70
95,70
65,100
75,85
80,65
60,50
60,100
90,85
80,65
55,75
55,95
65,55
60,60
70,55
95,50
60,60
85,100
55,90
60,85
50,70
70,80
55,75
100,70
95,95
60,70
100,85
50,50
90,60
55,65
95,80
100,85
85,55
60,55
85,95
90,80
90,50
65,60
70,90
55,100
100,70
95,85
80,65
55,60
100,65
65,55
100,80
50,70
60,80
65,65
80,60
70,55
70,60
50,90
65,100
50,85
100,70
85,100
55,55
70,70
60,75
95,90
85,60
60,85
75,80
50,55
50,50
95,75
100,80
100,60
95,85
75,100
70,60
75,85
70,65
60,65
55,80
65,50
50,50
65,85
55,70
100,100
85,85
55,80
80,50
55,90
70,100
70,70
65,95
95,70
75,50
100,95
50,50
90,60
70,80
95,90
100,80
65,60
50,90
85,95
80,70
60,75
85,65
95,60
50,80
70,60
60,50
95,85
100,60
80,95
50,60
50,55
55,55
50,75
50,95
75,65
65,85
100,55
95,90
75,70
80,65
95,80
75,95
70,85
55,90
85,70
75,85
60,75
60,75
50,60
75,80
55,100
95,80
80,55
65,95
90,55
90,80
70,50
100,85
95,75
95,60
90,65
100,75
80,65
100,60
95,80
95,70
95,90
90,55
100,50
85,75
55,85
55,60
55,80
60,85
90,95
70,75
75,50
90,80
75,60
90,65
50,75
100,75
60,95
65,55
95,55
60,75
70,80
100,70
90,50
50,70
55,60
90,50
75,55
75,80
100,55
60,60
85,75
100,60
55,65
90,80
55,60
75,80
90,70
95,70
100,60
75,90
80,85
90,100
50,80
70,90
60,95
100,60
100,50
90,85
90,95
95,75
50,100
75,50
100,95
80,60
85,95
55,50
95,75
95,85
90,95
100,70
100,80
100,70
50,50
100,90
70,50
80,65
95,95
50,70
70,100
65,95
65,75
90,60
50,50
65,50
90,90
90,90
75,65
95,75
100,70
75,75
65,95
95,85
60,80
90,85
100,100
70,100
75,100
55,100
100,85
70,55
95,50
85,55
60,90
65,80
70,100
80,75
65,85
75,80
95,75
65,95
85,85
55,95
65,90
60,60
55,90
50,60
100,85
85,80
80,55
85,85
90,85
55,75
80,70
60,75
90,75
85,55
80,75
75,80
90,95
85,75
75,55
100,90
60,50
95,100
60,80
60,90
80,55
90,75
60,55
55,50
70,80
95,50
75,80
50,90
100,70
60,80
95,60
80,70
55,80
85,85
75,100
50,95
85,85
100,80
50,70
75,80
80,75
55,60
60,95
60,65
85,95
55,80
95,95
55,65
55,65
60,90
60,65
95,55
55,80
70,95
85,85
100,80
100,50
95,100
80,50
50,65
65,85
65,65
90,65
75,65
85,75
85,100
55,70
80,100
90,100
65,85
90,65
60,100
85,55
65,70
60,50
50,60
90,50
70,70
50,95
60,100
65,100
70,90
50,70
50,100
75,55
90,80
85,65
75,95
75,75
95,75
50,95
100,75
55,90
95,50
70,75
65,75
75,100
80,55
55,55
50,75
100,75
60,95
65,50
85,90
90,55
70,60
90,60
60,90
100,55
50,90
65,85
90,80
75,95
65,55
65,75
60,100
80,60
50,95
65,80
70,75
60,95
85,100
85,70
90,95
90,55
90,80
75,95
90,60
95,75
70,55
65,80
80,70
90,65
100,95
55,55
70,60
65,100
65,90
55,55
95,60
75,50
100,60
70,65
90,100
65,65
70,85
65,75
100,100
85,70
55,65
50,100
85,60
80,55
55,75
60,95
60,100
65,75
80,75
80,50
85,80
80,50
60,55
100,80
90,75
75,70
65,65
75,75
95,95
100,50
95,75
100,50
50,95
95,75
80,60
55,100
50,65
85,65
85,65
65,65
75,50
75,60
70,90
80,90
60,95
70,80
60,75
65,95
55,95
90,50
90,60
85,100
95,65
80,60
60,50
90,90
90,55
95,65
85,95
55,50
50,80
55,55
80,75
80,55
65,70
85,70
85,70
80,90
100,55
95,75
80,80
100,100
65,90
100,95
85,100
60,90
50,80
90,80
95,85
100,55
75,90
75,90
80,85
95,55
100,50
65,80
50,70
75,70
80,55
65,90
100,65
65,75
65,85
60,95
85,55
95,85
90,85
50,85
100,90
95,80
100,75
65,60
100,80
80,75
70,50
65,100
85,95
95,50
60,55
100,80
65,75
50,65
95,55
60,50
70,90
55,60
90,55
55,95
85,75
55,65
70,65
90,90
50,100
70,65
85,80
65,100
60,85
85,65
80,80
80,50
100,75
50,55
75,50
75,50
65,70
55,75
85,75
55,90
100,100
90,75
100,50
50,55
80,70
85,75
100,80
50,50
60,75
95,55
90,55
55,70
95,90
55,75
85,55
50,90
75,90
65,50
90,75
65,65
75,80
100,50
65,95
65,65
65,85
85,80
100,60
65,55
50,95
85,60
50,70
75,80
65,70
50,70
90,55
100,90
85,100
60,75
80,70
85,50
100,100
65,65
50,85
80,80
50,65
50,85
55,85
55,95
75,60
95,60
70,60
60,70
90,85
70,100
80,65
80,70
70,60
50,75
85,65
100,50
100,80
75,50
55,65
50,60
70,70
55,95
80,80
85,50
100,95
60,50
55,80
50,90
70,75
70,70
90,100
95,65
65,90
80,60
75,85
60,90
100,95
95,60
65,65
60,100
95,75
95,75
50,60
80,95
60,65
85,90
65,65
85,55
65,70
90,75
80,85
100,100
80,100
55,85
90,65
50,50
100,60
75,65
100,85
50,90
60,100
95,70
90,95
80,65
55,60
65,90
65,60
60,100
70,50
85,80
50,80
100,65
80,100
50,75
70,80
65,85
90,70
50,65
55,70
55,75
75,85
95,75
100,100
55,50
50,60
95,75
70,50
80,100
55,100
55,70
50,100
100,55
100,75
50,80
80,90
95,100
50,65
100,60
85,100
65,75
65,90
70,100
60,60
60,85
100,90
70,85
85,65
60,50
75,80
70,70
85,80
80,60
50,50
65,70
90,60
50,90
75,50
65,85
85,95
85,65
100,55
80,55
95,90
95,80
100,95
60,100
75,75
100,50
55,85
90,80
65,50
100,85
50,65
95,90
50,90
90,60
95,75
80,85
80,60
95,95
55,70
100,55
90,100
70,65
100,70
90,85
95,65
60,75
50,80
80,60
50,70
50,95
75,85
70,95
85,100
50,80
100,65
95,55
50,75
60,100
50,80
60,70
55,95
75,60
70,70
55,55
80,60
80,75
60,55
60,55
75,50
50,80
65,100
100,60
70,75
100,100
70,50
65,80
70,100
65,90
65,70
100,60
80,100
65,70
80,65
50,95
85,100
75,55
50,65
80,100
55,55
55,60
70,80
80,70
90,50
80,50
55,90
80,85
90,60
65,50
80,100
55,100
75,55
90,85
80,60
75,60
50,50
55,95
50,90
70,90
55,95
75,70
50,85
60,90
75,50
80,85
80,75
70,85
100,65
60,75
80,100
85,85
80,50
60,60
75,70
100,100
65,70
55,95
50,70
80,95
85,100
90,60
85,75
70,65
75,80
50,55
75,60
90,80
60,65
75,100
100,60
60,75
60,50
95,85
70,70
75,95
70,100
95,50
65,75
85,95
70,65
85,75
80,70
60,90
70,70
60,65
95,50
100,80
75,95
65,50
55,85
95,65
55,70
60,100
60,70
70,80
85,80
100,85
75,95
100,60
85,95
85,65
70,100
60,95
55,50
70,80
65,95
75,65
55,85
70,90
